index_date,item_id,item_desc,index_algorithm,stratum_ind,item_index,all_gm_index,gm_ra_index,coicop_weight,item_weight,cpih_coicop_weight
201608,211808,CHILLED POT DESSERT 125-200G  ,1,1,89.65,88.592,89.65,0.6,0.84,0.5
201608,211814,YOGHURT-SMALL INDIVIDUAL      ,1,1,95.289,94.969,95.289,0.48,0.68,0.4
201608,211815,FRESH DOUBLE CREAM 250ML-300ML,1,1,98.454,98.242,98.454,0.24,0.36,0.2
201608,211816,POWDERED BABY FORMULA 400-900G,1,1,102.338,102.646,102.338,0.36,0.36,0.3
201608,211901,TEA BAGS PKT OF 80 (230G-250G),1,1,104.162,103.347,104.162,0.84,0.77,0.56
201608,211904,TEA BAGS-2-PACKET OF 240      ,1,1,113.149,111.519,113.149,0.27,0.23,0.18
201608,212001,"FRUIT SQUASH, 750ML - 1.5LT   ",1,1,104.557,104.265,104.557,0.9,0.9,0.7
201608,212006,FRUIT JUICE NOT ORANGE 1L     ,1,1,94.804,93.787,94.804,0.9,0.81,0.7
201608,212008,LEMONADE-2 LITRE BOTTLE       ,1,1,89.682,88.874,89.682,0.18,0.18,0.14
201608,212010,MINERAL WATER STILL 1.5-2L    ,1,1,98.911,98.648,98.911,0.45,0.45,0.35
201608,212011,COLA FLAVD DRINK 1.75-2 LT BTL,1,1,91.561,91.25,91.561,1.35,1.44,1.05
201608,212015,FIZZY ENERGY DRINK 250-500ML  ,1,1,95.116,94.707,95.116,1.08,1.17,0.84
201608,212016,FRESH/CHILL ORANGE JUICE 900ML,1,1,95.049,93.906,95.049,1.17,0.99,0.91
201608,212017,FIZZY BOTTLED DRINK 500ML     ,1,1,100.633,100.745,100.633,1.35,1.44,1.05
201608,212019,PURE FRUIT SMOOTHIE 750ML-1LTR,1,1,109.016,110.853,109.016,0.18,0.18,0.14
201608,212020,FRUIT DRINK BOTTLE 4-8 PACK   ,1,1,88.985,89.494,88.985,0.27,0.27,0.21
201608,212021,BOTTLE STILL WATER 500ML      ,1,1,101.496,99.892,101.496,0.45,0.45,0.35
201608,212022,MIXER DRINK BOTTLE 1L EG TONIC,1,1,96.293,94.457,96.293,0.36,0.36,0.28
201608,212023,COLA/FIZZY DRINK 330ML PK 4-8 ,1,1,94.401,94.12,94.401,0.36,0.36,0.28
201608,212101,SUGAR -GRANULATED-WHITE-PER KG,1,1,99.339,99.323,99.339,0.12,0.36,0.1
201608,212106,JAR OF JAM-340-454G           ,1,1,106.047,105.613,106.047,0.24,0.49,0.2
201608,212107,HONEY JAR/BOTTLE 340G         ,1,1,101.948,102.076,101.948,0.12,0.15,0.1
201608,212202,MINTS                         ,1,1,100.292,100.278,100.292,0.24,0.22,0.2
201608,212211,CHOCOLATE 4                   ,1,1,99.512,99.289,99.512,1.8,1.98,1.5
201608,212214,FRUIT PASTILLES 2             ,1,1,98.652,98.267,98.652,1.08,1.1,0.9
201608,212217,CHEWING/BUBBLE GUM-SINGLE PK  ,1,1,100.337,100.231,100.337,0.24,0.33,0.2
201608,212218,CARTON/BOX OF CHOCS 150-400GM ,1,1,109.875,109.067,109.875,1.08,1.1,0.9
201608,212219,CHOCOLATE 8                   ,1,1,99.512,99.456,99.512,0.84,0.88,0.7
201608,212222,CHOCOLATE 10                  ,1,1,100.352,100.364,100.352,1.56,1.65,1.3
201608,212223,BRAND CHOC SWEETS 100-185G BAG,1,1,105.663,105.294,105.663,0.72,0.77,0.6
201608,212224,"SWEETS, NOT CHOC, 150-250G BAG",1,1,91.193,91.798,91.193,1.2,1.32,1
201608,212225,CHOCOLATE LARGE BAR 100-200G  ,1,1,96.778,97.974,96.778,1.56,1.65,1.3
201608,212360,POTATOES-OLD WHITE PER KG     ,1,0,95.372,94.2,95.372,0.91,0.61,0.77
201608,212361,POTATOES- BAKING PER KG       ,1,0,100.166,100.253,100.166,0.26,0.18,0.22
201608,212399,POTATOES-NEW-LOOSE-PER KG     ,1,0,98.472,99.616,98.472,0.26,0.21,0.22
201608,212402,POTATO CRISPS-25G/40G         ,1,1,100.669,100.577,100.669,0.39,0.24,0.33
201608,212404,POTATO CRISPS-MULTI-PACK      ,1,1,97.528,97.558,97.528,1.17,0.64,0.99
201608,212405,FROZEN CHIPS 900G-1KG         ,1,1,94.43,93.78,94.43,0.78,0.78,0.66
201608,212408,PREMIUM POTATO CRISPS/CHIPS   ,1,1,103.745,103.714,103.745,0.65,0.34,0.55
201608,212504,FRESH VEG-CAULIFLOWER-EACH    ,1,1,100.869,100.739,100.869,0.39,0.42,0.33
201608,212510,FRESH VEG-CUCUMBER-WHOLE      ,1,1,97.213,97.702,97.213,0.26,0.3,0.22
201608,212511,FRESH VEG-LETTUCE-ICEBERG-EACH,1,1,90.132,89.999,90.132,0.39,0.36,0.33
201608,212515,FRESH VEG-TOMATOES-PER KG     ,1,1,95.866,95.868,95.866,0.91,0.96,0.77
201608,212516,FRESH VEG-CABBAGE-WHOLE-PER KG,1,1,102.903,102.61,102.903,0.26,0.24,0.22
201608,212518,FRESH VEG-CARROTS-PER KG      ,1,1,99.426,99.395,99.426,0.39,0.42,0.33
201608,212519,FRESH VEG-ONIONS-PER KG       ,1,1,95.045,95.309,95.045,0.65,0.6,0.55
201608,212520,FRESH VEG-MUSHROOMS-PER KG    ,1,1,98.706,98.664,98.706,0.52,0.48,0.44
201608,212527,PRE-PACKED SALAD 100-250G     ,1,1,99.509,99.226,99.509,0.52,0.48,0.44
201608,212530,FRESH VEG-BROCCOLI-PER KG     ,1,1,94.049,93.313,94.049,0.26,0.24,0.22
201608,212531,FRESH VEG-COURGETTE-PER KG    ,1,1,91.782,91.016,91.782,0.39,0.36,0.33
201608,212532,FRESH VEG-PEPPERS -LOOSE OR KG,1,1,98.267,97.366,98.267,0.39,0.36,0.33
201608,212533,VEGETABLE STIR FRY FRESH PACK ,1,1,102.003,102.439,102.003,0.39,0.42,0.33
201608,212534,SWEET POTATO PER KG           ,1,1,87.804,87.098,87.804,0.39,0.36,0.33
201608,212601,CANNED TOMATOES 390-400G      ,1,1,110.499,105.086,110.499,0.39,0.4,0.33
201608,212603,"BAKED BEANS, 400-420G TIN     ",1,1,94.636,95.444,94.636,0.52,0.56,0.44
201608,212608,CANNED SWEETCORN 198-340G     ,1,1,104.124,104.642,104.124,0.39,0.44,0.33
201608,212609,FROZEN GARDEN PEAS 800G-1KG   ,1,1,94.704,95.16,94.704,0.52,0.6,0.44
201608,212709,ORANGES-CLASS 1-EACH          ,1,1,100.807,101.219,100.807,0.36,0.35,0.28
201608,212710,AVOCADO PEAR-EACH             ,1,1,105.891,106.987,105.891,0.27,0.28,0.21
201608,212712,KIWI FRUIT-EACH               ,1,1,101.909,101.634,101.909,0.18,0.21,0.14
201608,212715,GRAPEFRUIT-EACH               ,1,1,103.412,103.954,103.412,0.27,0.21,0.21
201608,212716,APPLES-COOKING-PER KG         ,1,1,102.483,102.517,102.483,0.27,0.28,0.21
201608,212717,APPLES-DESSERT-PER KG         ,1,1,103.753,103.842,103.753,0.72,0.7,0.56
201608,212718,PEARS-DESSERT-PER KG          ,1,1,101.44,101.753,101.44,0.27,0.28,0.21
201608,212719,BANANAS-PER KG                ,1,1,100.188,100.188,100.188,0.9,0.84,0.7
201608,212720,STRAWBERRIES PER KG OR PUNNET ,1,1,78.825,84.45,78.825,1.08,0.98,0.84
201608,212722,GRAPES-PER KG                 ,1,1,103.448,103.172,103.448,0.9,0.84,0.7
201608,212725,SMALL TYPE ORANGES PER PACK/KG,1,1,115.151,118.003,115.151,0.27,0.21,0.21
201608,212726,PLUMS PER KG/PACK             ,1,1,91.563,91.064,91.563,0.27,0.28,0.21
201608,212727,PEACH/NECTARINE EACH          ,1,1,86.191,84.41,86.191,0.27,0.28,0.21
201608,212728,PINEAPPLE EACH                ,1,1,104.578,104.361,104.578,0.27,0.21,0.21
201608,212729,BLUEBERRIES PUNNET PER KG     ,1,1,97.441,98.364,97.441,0.45,0.42,0.35
201608,212730,FRUIT FRESH SNACKING 150-350G ,1,1,98.248,98.065,98.248,0.18,0.21,0.14
201608,212731,MELON EACH EG HONEYDEW        ,1,1,74.939,71.241,74.939,0.27,0.21,0.21
201608,212732,LEMON EACH                    ,1,1,114.686,114.96,114.686,0.18,0.21,0.14
201608,212806,PACKET OF PEANUTS 90-200G     ,1,1,102.928,102.277,102.928,1.08,0.58,0.84
201608,212807,CANNED FRUIT-400-450G         ,1,1,97.607,97.527,97.607,0.18,0.16,0.14
201608,212808,DRIED FRUIT - EG APRICOTS     ,1,1,99.465,99.511,99.465,0.36,0.26,0.28
201608,212905,VEGETABLE PICKLE 280-520G     ,1,1,101.434,101.378,101.434,0.13,0.1,0.11
201608,212910,CANNED SOUP-390-425G          ,1,1,115.718,116.655,115.718,0.3,0.6,0.2
201608,212917,TOMATO KETCHUP                ,1,1,104.428,102.551,104.428,0.42,0.9,0.28
201608,212918,FRZN READY-COOKD MEAL SERVES 1,1,1,99.869,99.702,99.869,0.18,0.4,0.12
201608,212923,COOK-IN SAUCE-JAR/CAN 350-520G,1,1,111.141,111.05,111.141,0.51,1.1,0.34
201608,212928,FROZ VEG BURGER/GRILL 200-454G,1,1,98.357,98.623,98.357,0.52,0.5,0.44
201608,212930,MAYONNAISE 390-500G/420-540MLS,1,1,114.245,114.442,114.245,0.33,0.7,0.22
201608,212933,ICE CREAM 500ML-1L            ,1,1,94.398,95.043,94.398,0.6,0.4,0.5
201608,212934,DRIED POTTED SNACK 50-120G    ,1,1,102.208,105.171,102.208,0.6,1.1,0.48
201608,212936,CHILLED READY MEAL-MEAT-SERVS1,1,1,100.563,100.783,100.563,0.6,1.3,0.4
201608,212937,CHILLED READY MEAL-FISH/VEG   ,1,1,101.118,101.063,101.118,0.57,1.2,0.38
201608,212938,CHOCOLATE COVERED ICE CREAM   ,1,1,84.337,84.2,84.337,0.6,0.4,0.5
201608,212939,CHILLED PIZZA EACH 300-600G   ,1,1,96.142,96.523,96.142,0.9,1.1,0.72
201608,212940,PROTEIN POWDER 900G-2KG       ,1,1,95.408,95.722,95.408,0.09,0.2,0.06
201608,213001,COFFEE: GROUND: FILTER FINE   ,1,1,98.877,97.97,98.877,0.27,0.3,0.18
201608,213003,COFFEE-INSTANT-100G JAR       ,1,1,99.333,99.431,99.333,1.23,1.3,0.82
201608,213005,HOT CHOCOLATE DRINK INSTANT   ,1,1,102.002,101.964,102.002,0.21,0.2,0.14
201608,213006,COFFEE PODS PACK 8-16         ,1,1,99.223,99.103,99.223,0.18,0.2,0.12
201608,220107,PUB -HOT MEAL                 ,1,1,101.853,102.089,101.853,5.58,4.48,4.44
201608,220111,BURGER IN BUN-EAT IN          ,1,1,101.43,101.406,101.43,5.58,4.48,4.44
201608,220116,LEMONADE/COLA DRAUGHT         ,1,1,101.703,101.788,101.703,0.93,1.12,0.74
201608,220117,BOTTLED MINERAL WATER         ,1,1,101.843,101.993,101.843,0.93,1.12,0.74
201608,220120,IN STORE CAFETERIA MEAL       ,1,1,101.009,101.02,101.009,4.65,4.48,3.7
201608,220121,RESTAURANT CUP OF COFFEE      ,1,1,101.2,101.194,101.2,0.93,1.12,0.74
201608,220122,RESTAURANT - SWEET COURSE     ,1,1,101.704,101.777,101.704,1.86,2.52,1.48
201608,220123,ONBOARD CATERING              ,1,0,100.386,100.877,100.877,0.93,0.56,0.74
201608,220124,MUFFIN/INDIVIDUAL CAKE        ,1,1,102.009,102.31,102.009,2.79,2.52,2.22
201608,220125,FRUIT JUICE BOTTLE 250-350ML  ,1,1,100.724,100.721,100.724,0.93,1.12,0.74
201608,220128,RESTAURANT MAIN COURSE        ,1,1,101.562,101.707,101.562,5.58,4.48,4.44
201608,220208,STAFF RESTAURNT HOT SNACK ITEM,1,1,101.122,101.062,101.122,1.84,0.45,1.61
201608,220209,PRIMARY SCHOOL- FIXED CHARGE  ,1,1,100.47,100.508,100.47,0.24,0.57,0.21
201608,220210,SECONDARY SCHOOL- CAFETERIA   ,1,1,100.639,100.604,100.639,0.24,0.57,0.21
201608,220211,STAFF RESTAURANT FIZZY DRINK  ,1,1,101.1,100.575,101.1,1.84,0.45,1.61
201608,220212,STAFF RESTAURANT SANDWICH     ,1,1,101.471,101.203,101.471,1.92,0.48,1.68
201608,220214,STAFF RESTAURANT MAIN COURSE  ,1,1,100.887,101.338,100.887,1.92,0.48,1.68
201608,220301,FISH & CHIPS TAKEAWAY         ,1,1,102.036,101.957,102.036,1.86,1.28,1.48
201608,220303,SANDWICH-TAKE-AWAY (COLD)     ,1,1,99.597,99.54,99.597,3.72,2.72,2.96
201608,220305,TEA -TAKE-AWAY                ,1,1,101.855,101.797,101.855,0.93,0.32,0.74
201608,220310,POTATO CRISPS-INDIVIDUAL PACK ,1,1,101.015,101.096,101.015,0.93,0.96,0.74
201608,220316,PIZZA TAKEAWAY OR DELIVERED   ,1,1,103.373,103.126,103.373,1.86,1.28,1.48
201608,220317,PASTY/SAVOURY PIE - TAKEAWAY  ,1,1,101.796,101.851,101.796,1.86,1.28,1.48
201608,220318,INDIAN TAKEAWAY               ,1,1,101.343,101.256,101.343,1.86,1.28,1.48
201608,220319,CHINESE TAKEAWAY              ,1,1,101.183,101.127,101.183,1.86,1.28,1.48
201608,220320,TAKEAWAY SOFT DRINK           ,1,1,102.056,102.473,102.056,0.93,0.32,0.74
201608,220321,TAKEAWAY COFFEE LATTE         ,1,1,101.395,101.475,101.395,0.93,0.32,0.74
201608,220322,BURGER IN BUN- TAKEAWAY       ,1,1,101.166,101.202,101.166,1.86,1.28,1.48
201608,220323,KEBAB- TAKEAWAY               ,1,1,101.455,101.393,101.455,1.86,1.28,1.48
201608,220324,CINEMA POPCORN                ,1,1,100.601,100.639,100.601,0.93,0.8,0.74
201608,220325,VENDING MACHINE - SOFT DRINK  ,1,1,100.711,100.684,100.711,0.93,0.32,0.74
201608,220326,TAKEAWAY CHICKEN & CHIPS      ,1,1,101.827,101.909,101.827,1.86,1.28,1.48
201608,310102,DRAUGHT BITTER (PER PINT)     ,1,1,101.536,101.435,101.536,4.65,4.18,3.7
201608,310104,DRAUGHT STOUT PER PINT        ,1,1,101.862,101.923,101.862,0.93,1.14,0.74
201608,310109,LAGER - PINT 3.4-4.2%         ,1,1,101.563,101.645,101.563,5.58,5.13,4.44
201608,310110,PREMIUM LAGER - PINT 4.3-7.5% ,1,1,101.779,101.741,101.779,3.72,3.61,2.96
201608,310111,BOTTLED PREMIUM LAGER 4.3-7.5%,1,1,100.808,100.831,100.808,1.86,1.52,1.48
201608,310112,BOTTLE OF LAGER IN NIGHTCLUB  ,1,1,103.112,103.133,103.112,1.86,1.14,1.48
201608,310113,CIDER-PER PINT OR 500-568ML   ,1,1,101.601,101.795,101.601,2.79,2.28,2.22
201608,310207,BITTER-4CANS-440-500ML        ,1,1,97.257,97.565,97.257,0.5,0.4,0.4
201608,310215,LAGER 4 BOTTLES- PREMIUM      ,1,1,97.513,97.36,97.513,2,1.6,1.6
201608,310216,LAGER 12 - 24 CANS (440-500ML),1,1,98.543,98.774,98.543,1.15,0.9,0.92
201608,310217,LAGER 12-24 BOTTLE (250-300ML),1,1,98.514,98.408,98.514,1,0.8,0.8
201608,310218,APPLE CIDER 500-750ML 4.5-5.5%,1,1,88.127,87.058,88.127,0.99,1.05,0.77
201608,310219,STOUT - 4 CAN PACK            ,1,1,95.511,95.453,95.511,0.15,0.1,0.12
201608,310220,SPEC'Y BEER BOTT 500ML 4-5.5  ,1,1,99.821,100.001,99.821,0.2,0.15,0.16
201608,310301,WHISKY (PER NIP) SPECIFY ML   ,1,1,102.02,101.968,102.02,0.93,2.66,0.74
201608,310302,VODKA (PER NIP) SPECIFY ML    ,1,1,102.459,102.385,102.459,2.79,4.75,2.22
201608,310306,BOTTLE OF MIXER 125-200ML     ,1,1,99.931,99.278,99.931,0.93,0.57,0.74
201608,310307,LIQUEUR PER NIP   SPECIFY ML  ,1,1,102.22,102.377,102.22,0.93,2.85,0.74
201608,310309,SPIRIT BASED DRINK 275ML      ,1,1,101.16,101.252,101.16,0.93,0.57,0.74
201608,310310,"WINE, PER 175 - 250 ML SERVING",1,1,101.791,101.991,101.791,4.65,3.8,3.7
201608,310315,BOTTLE OF WINE 70-75CL        ,1,1,102.102,102.097,102.102,4.65,3.8,3.7
201608,310401,WHISKY-70 CL BOTTLE           ,1,1,101.045,101.211,101.045,1.9,1.96,1.52
201608,310403,VODKA-70 CL BOTTLE            ,1,1,95.202,95.38,95.202,1.75,1.82,1.4
201608,310405,BRANDY-68-70 CL BOTTLE        ,1,1,98.161,98.791,98.161,0.45,0.42,0.36
201608,310406,FORTIFIED WINE  (70-75CL)     ,1,1,98.887,98.973,98.887,0.36,0.42,0.28
201608,310417,SPIRIT BASED DRINK 250-330MLS ,1,1,98.324,97.87,98.324,0.25,0.28,0.2
201608,310419,WHITE WINE- EUROPEAN 75CL     ,1,1,97.53,97.46,97.53,1.26,1.4,0.98
201608,310420,WHITE WINE- NEW WORLD 75CL    ,1,1,97.36,97.226,97.36,2.07,2.24,1.61
201608,310421,RED WINE- EUROPEAN 75CL       ,1,1,97.857,97.429,97.857,0.99,1.12,0.77
201608,310422,RED WINE- NEW WORLD 75CL      ,1,1,100.389,100.714,100.389,1.53,1.68,1.19
201608,310423,BOTTLE OF CHAMPAGNE 75 CL     ,1,1,90.258,89.504,90.258,0.36,0.42,0.28
201608,310425,ROSE WINE-75CL BOTTLE         ,1,1,101.111,100.565,101.111,0.81,0.84,0.63
201608,310426,RED OR WHITE SPARKLING WINE   ,1,1,94.043,94.222,94.043,0.63,0.7,0.49
201608,310427,RUM WHITE EG BACARDI 70CL BOTT,1,1,96.789,96.643,96.789,0.55,0.56,0.44
201608,310428,CREAM LIQUER 70CL-1LT 15-20%  ,1,1,100.258,100.076,100.258,0.1,0.14,0.08
201608,320108,CIGARETTES 8                  ,1,1,104.885,104.9,104.885,4.6,4.83,3.8
201608,320112,CIGARETTES 12                 ,1,1,105.354,105.354,105.354,2.76,2.94,2.28
201608,320115,CIGARETTES 15                 ,1,1,102.912,102.918,102.912,7.59,7.98,6.27
201608,320121,CIGARETTES 20                 ,1,1,105.215,105.222,105.215,0.69,0.84,0.57
201608,320122,20 FILTER - OTHER BRAND       ,1,1,102.315,102.317,102.315,3.91,3.99,3.23
201608,320123,ELECTRONIC CIGARETTE REFILL/LI,1,0,112.973,109.266,109.266,0.23,0.21,0.19
201608,320124,E-CIG REFILL BOTTL/CART 2-10ML,1,1,107.524,104.129,107.524,0.23,0.21,0.19
201608,320205,5 CIGARS: SPECIFY BRAND       ,1,1,101.725,101.622,101.725,0.23,0.32,0.19
201608,320206,HAND ROLLING TOBACCO 20-30GM  ,1,1,104.262,104.267,104.262,2.76,3.68,2.28
201608,410105,LOCAL AUTH RENT - SCOTLAND    ,1,0,103.031,103.031,103.031,1.44,1.66,1.16
201608,410107,UNIVERSITY ACCOMODATION FEES  ,1,0,100,100,100,1.1,0,0.85
201608,410108,RSL RENTS                     ,1,2,98.587,98.587,98.587,16.56,19.92,13.34
201608,410111,IMPUTED RENTS - ENGLAND       ,1,0,101.55,101.55,101.55,0,0,148.77
201608,410112,IMPUTED RENTS - WALES         ,1,0,99.991,99.991,99.991,0,0,6.84
201608,410113,IMPUTED RENTS - SCOTLAND      ,1,0,100.405,100.405,100.405,0,0,11.97
201608,410114,IMPUTED RENTS - N.IRELAND     ,1,0,103.076,103.076,103.076,0,0,3.42
201608,410115,PRIVATE RENTED PROPERTY       ,2,0,101.652,101.267,101.267,42.48,50.63,34.22
201608,410201,MORTGAGE INTEREST PAYMENTS    ,1,0,95.383,95.383,95.383,0,28,0
201608,410401,E & W SEWERAGE CHARGE         ,2,0,101.91,101.91,101.91,4.5,6.11,3.6
201608,410402,ENGLAND & WALES WATER CHARGES ,2,0,100.861,100.858,100.858,5.52,5.72,4.6
201608,410403,SCOTLAND WATER CHARGES        ,1,0,101.584,101.584,101.584,0.48,0.52,0.4
201608,410405,SCOTTISH SEWERAGE CHARGE      ,1,0,101.566,101.566,101.566,0.5,0.65,0.4
201608,410508,PLUMBER-DAYTIME HOURLY RATE   ,2,1,100.412,100.356,100.356,0.35,3.15,0.35
201608,410509,ELECTRICIAN-DAYTIME RATE/HOUR ,2,1,100.19,100.087,100.087,0.22,1.98,0.22
201608,410517,DECORATOR-DAILY RATE;SPEC HRS ,2,1,100.42,100.374,100.374,0.22,1.98,0.22
201608,410518,CARPENTER HOURLY RATE         ,2,1,100.665,100.626,100.626,0.21,1.89,0.21
201608,410602,READY-MIXED FILLER-INT USE    ,1,1,100.229,100.747,100.229,0.05,0.21,0.05
201608,410607,PAINT BRUSH-2INCH/5CM WIDTH   ,1,1,96.327,96.956,96.327,0.06,0.28,0.06
201608,410611,DOOR HANDLE-PACK FOR ONE DOOR ,2,1,98.516,97.974,97.974,1.75,1.19,1.4
201608,410614,POWER DRILL-HAMMER ACTION     ,2,1,102.405,101.841,101.841,0.1,0.28,0.08
201608,410619,SOFTWOOD-1.6M-2.4M LENGTH     ,1,1,104.677,104.28,104.677,0.12,0.56,0.12
201608,410621,VARNISH-CLEAR GLOSS-750ML-1LTR,1,1,99.967,99.881,99.967,0.06,0.28,0.06
201608,410625,SCREWDRIVER                   ,2,1,94.902,93.796,93.796,0.5,0.28,0.4
201608,410629,WALLPAPER PER ROLL            ,1,1,100.604,101.177,100.604,0.12,0.56,0.12
201608,410631,SHOWER HEAD                   ,2,1,105.791,104.757,104.757,0.21,1.19,0.21
201608,410632,HIRE OF DOMES CARPET CLEANER  ,1,1,101.103,100.862,101.103,0.1,0.21,0.08
201608,410633,MDF                           ,1,1,97.774,98.456,97.774,0.11,0.49,0.11
201608,410637,CERAMI TILES 15X15-25X50CM BOX,2,1,99.408,98.75,98.75,0.06,0.28,0.06
201608,410638,WOODSCREWS STEEL/ZIN PLATED PK,1,1,100.122,100.787,100.122,0.2,0.49,0.16
201608,410639,PAINT GLOSS/EMUL 750ML-2.5LTR ,2,1,97.355,96.851,96.851,0.21,0.7,0.21
201608,410701,DWELLING INSURANCE            ,2,0,102.537,100.752,100.752,0,4.02,0
201608,410703,GROUND RENT                   ,1,0,104.901,104.901,104.901,0,1.98,0
201608,410801,HOUSE DEPRECIATION            ,1,0,104.901,104.901,104.901,0,80,0
201608,420101,COAL-HOUSEHOLD BEST QUAL 50KG ,1,1,97.111,97.023,97.111,0.7,0.7,0.7
201608,420103,SMOKELESS FUEL 50KG           ,1,1,98.602,98.482,98.602,0.3,0.3,0.3
201608,420201,ELECTRICITY                   ,1,0,99.789,99.789,99.789,17,20,14
201608,420301,GAS                           ,1,0,95.273,95.273,95.273,15.68,18,11.76
201608,420404,BUTANE GAS                    ,1,0,100,100,100,0.32,0.3,0.24
201608,420405,KEROSENE - 1000L DELIVERED    ,2,1,119.757,119.066,119.066,1,1.7,1
201608,430101,DOUBLE WARDROBE               ,2,1,104.387,102.217,102.217,0.8,1.25,0.65
201608,430104,ARMCHAIR -UPHOLSTERED         ,2,1,104.493,102.763,102.763,0.64,1,0.52
201608,430108,DOUBLE BED-WIDTH APPROX 135CM ,2,1,105.001,102.994,102.994,1.12,1.75,0.91
201608,430118,SINK-SINGLE DRAINER 1-1.5 BOWL,2,1,99.227,97.972,97.972,1.12,1.75,0.91
201608,430119,KITCH BASE UNIT WIDTH 800-1000,2,1,96.918,93.386,93.386,1.12,1.75,0.91
201608,430120,COFFEE TABLE                  ,2,1,108.564,106.469,106.469,0.48,0.75,0.39
201608,430122,SINGLE BED-WIDTH 90CM/3FT     ,2,1,104.483,102.813,102.813,0.96,1.75,0.78
201608,430127,CHEST OF DRAWERS              ,2,1,104.911,103.231,103.231,0.8,1.25,0.65
201608,430129,DINING ROOM TABLE & 4-6 CHAIRS,2,1,108.241,106.135,106.135,0.96,1.75,0.78
201608,430132,MATTRESS- 3FT/90CM            ,2,1,105.969,103.002,103.002,0.64,1,0.52
201608,430133,BOOKCASE/FREESTAND SHELV UNIT ,2,1,104.029,102.466,102.466,0.8,1.25,0.65
201608,430134,TABLE LAMP                    ,2,1,101.63,99.713,99.713,0.48,0.75,0.39
201608,430135,3 PIECE NON-LEATHER SUITE     ,2,1,107.84,105.465,105.465,0.8,1.25,0.65
201608,430136,PATIO TABLE & CHAIRS-SEASONAL ,2,1,99.596,97.057,97.057,0.32,0.5,0.26
201608,430137,LEATHER SETTEE                ,2,1,110.919,107.014,107.014,2.4,4,1.95
201608,430138,HOME OFFICE DESK              ,2,1,97.491,96.348,96.348,0.32,0.5,0.26
201608,430139,KITCH WALL UNIT WIDTH 800-1000,2,1,98.735,94.052,94.052,1.12,1.75,0.91
201608,430140,SOFA BED                      ,2,1,106.071,103.563,103.563,0.64,1,0.52
201608,430206,"CURTAINS READY MADE, SPEC SIZE",2,1,103.929,100.324,100.324,1.26,0.56,1.08
201608,430211,DUVET-DOUBLE TOG 10-13.5      ,2,1,102.585,101.818,101.818,1.12,0.48,0.96
201608,430216,DUVET COVER                   ,2,1,112.017,106.694,106.694,1.12,0.48,0.96
201608,430224,FITTED BED SHEET              ,2,1,100.559,98.277,98.277,1.12,0.48,0.96
201608,430226,FLOOR RUG                     ,2,2,97.355,94.542,94.542,0.92,1.12,0.69
201608,430227,LAMINATE FLOORING PER SQ M    ,2,2,104.085,102.602,102.602,0.4,0.48,0.3
201608,430228,BATH SHEET                    ,2,1,102.983,101.059,101.059,1.26,0.56,1.08
201608,430229,FABRIC ROLLER BLIND 120-180CM ,2,1,103.865,101.788,101.788,1.12,0.48,0.96
201608,430230,CARPET -AXMINSTER(MIN 80% WOOL,2,2,102.244,101.713,101.713,0.92,1.12,0.69
201608,430233,CARPET TUFTED 100% MANMADE FIB,2,2,106.495,104.967,104.967,0.88,1.12,0.66
201608,430234,CARPET TUFTED MIN 80% WOOL FIB,2,2,111.672,110.1,110.1,0.88,1.12,0.66
201608,430304,ELECTRIC COOKER               ,2,1,99.508,99.001,99.001,0.98,0.63,0.84
201608,430307,ELECTRIC KETTLE - 1.5-1.7L    ,2,1,98.778,98.063,98.063,0.35,0.7,0.3
201608,430317,ELECTRIC IRON                 ,2,1,105.214,103.388,103.388,0.14,0.35,0.12
201608,430321,ELECTRIC RAZOR                ,2,1,102.495,99.984,99.984,0.69,0.21,0.57
201608,430323,PHONE NT MOBILE(SPEC DIG/ANAL),2,1,99.554,95.729,95.729,0.3,0.14,0.24
201608,430351,ELECTRIC HAIR STYLING APP     ,2,1,106.93,99.289,99.289,0.92,0.28,0.76
201608,430355,VACUUM CLEANER                ,2,1,98.838,97.611,97.611,0.42,0.84,0.36
201608,430356,DISH WASHER 12-15 PLACE SET   ,2,1,100.703,99.435,99.435,0.35,0.21,0.3
201608,430357,SMART PHONE HANDSETS          ,2,0,90.057,88.703,88.703,0.3,0.77,0.24
201608,430358,ELECTRIC HEATER -SEASONAL     ,2,1,91.34,90.204,90.204,0.56,0.35,0.48
201608,430359,ELECTRIC COOLING FAN -SEASONAL,2,1,96.591,89.172,89.172,0.21,0.35,0.18
201608,430360,MOBILE PHONE HANDSETS         ,2,0,107.743,104.667,104.667,0.3,0.21,0.24
201608,430361,WASHING MACH NO DRYER MAX 1800,2,1,98.795,98.194,98.194,1.82,1.12,1.56
201608,430362,FRIDGE/FREEZER SPEC CAPACITIES,2,1,103.286,102.352,102.352,1.4,0.84,1.2
201608,430407,"SMALL SAUCEPAN,MILK           ",2,1,102.21,100.98,100.98,0.84,0.6,0.7
201608,430409,SCISSORS - HOUSEHOLD          ,2,1,100.409,99.674,99.674,0.84,0.6,0.7
201608,430413,GAS FIRE                      ,2,2,100.871,100.7,100.7,0.49,0.24,0.42
201608,430414,GAS COOKERS-SPECIFY MAKE & MOD,2,2,93.656,92.292,92.292,0.28,0.16,0.24
